######################################################## 
## Size:
######################################################## 
## Cluster:
## Density
## Generators:
## NormalDistribution(mean=100.0,
## NormalDistribution(mean=100.0,
## Discards:
## Density
######################################################## 
113.35311619907694 91.43452858397741
98.47996603871984 118.74471571931568
87.36446810003449 103.14140685612011
103.98522369442433 87.17781756726257
101.62442421529306 101.87864113303476
95.40020499251432 113.61930020038166
111.4426025063642 95.4206613371644
115.91034224529676 91.735452650154
104.20591579878491 87.14205782461448
108.19543116147719 114.5465572417479
105.5923149891225 93.41950295997017
107.96745958624794 102.22094159337915
85.18597659033873 105.95828957131668
109.2433359079121 99.07369523221426
92.7618574290933 102.9833566967593
108.92415500405764 92.31914294890873
109.72994654136832 102.87537048962315
103.70676392051921 105.46557058904617
93.91795692263263 112.38776417201929
104.43093913522937 83.45627938111382
94.57850893589315 93.12190695604951
94.59574798541101 96.66171705504406
83.27506307614415 89.54093381485363
108.84155238915542 108.42909341488897
91.71024874326818 107.98922359127184
96.45449234352778 90.17516516175615
105.67725501221753 89.79157574324917
91.19077312505516 107.50048356626061
118.74424427799167 96.03882207678352
100.49542364464382 112.52663990423252
94.67443269809606 99.43375611779396
95.11856190234016 78.87419013453771
102.80170519051978 94.07634823032063
91.76960720730095 98.62446281422562
100.64145453941475 85.27159944950053
106.75250258100877 104.67302306688235
105.1956270240456 106.58277588913855
98.21985217680081 84.85039878995163
89.041802906256 114.84346291395917
92.26452627113297 106.14616770358256
92.81931352755171 97.70556820551748
109.66929851706439 102.9841439104782
100.85522633809126 130.25401428517847
99.76461480446801 106.48613561996771
79.01336172119619 113.2725035237619
119.39576928977057 106.06382114179662
96.64806912129035 111.89618121096775
100.46882997635369 118.26981114203082
109.93611210672636 102.08016425972222
100.42246708360915 97.79097105431715
86.52839959549786 112.92397557964418
95.48766341995008 114.27117968338524
88.72619007907323 95.12276286436749
98.03011271331934 102.77780639435552
87.01007128308206 98.27038852789694
92.63855300620669 102.87455829278778
102.78302434394102 96.4918317410406
102.36781819216176 78.91729219802154
98.47930577904847 97.29564172066296
98.17575867303398 111.34923084585729
115.39475555147601 114.79476545152377
114.09929065000725 99.88433133131652
108.57759072650734 101.19637317322263
102.33574473791349 87.55694906515939
94.09514597090552 106.6652674993711
98.68197101913616 94.72566356370686
106.04977467877777 101.57820267801033
92.83661298909836 91.81723047715303
95.120734616906 93.7862023125608
84.64230532991618 107.60562053327392
93.2897246359016 108.08401287530137
112.27227920216168 104.88077749668192
90.80812049447171 93.4369020718454
106.89921621878638 102.03396078005099
93.00586169888678 100.52169742813423
128.86780244063488 85.72583681819472
92.85508756395764 95.02807011489062
108.68585322284524 104.01579009838494
102.67781071267854 101.86427370205304
92.06984718210083 101.2814728396341
103.51448331640776 92.52732150154033
99.9390230328296 104.24620017028458
94.686317844835 107.85635358421459
109.86140840645001 97.81089296689895
83.50935999114938 111.03488365789102
105.75489354752267 92.40955733749891
103.02517505074204 111.9803342375905
96.42015696055952 90.50109200481269
95.56434950127863 80.51838822019172
105.00632672387037 123.93624382772992
115.13385578657439 87.24131412430431
97.66184805959787 123.15964882381002
90.0242207997412 99.46202433126244
98.67800115509702 101.12549952068031
95.47917213108455 119.15720893417506
103.64123620010966 95.67396095313458
101.9870986323023 98.4542951739803
103.22596215676255 85.81800324352521
90.99720080277189 102.48434778351427
104.23836495428854 87.1765403378086
104.03947822446717 101.57604415746408
110.31448738569526 89.56093804048967
116.97982647010485 96.88107598171342
97.07209757430795 91.87362739675912
121.95348045284109 101.65814593335502
93.67864138754311 95.21421155319375
102.5969896330696 103.57898200853867
87.44506684232697 94.62785276115157
91.79282083356246 98.01481262643603
103.83725354197131 114.1518372211961
101.37998411345043 75.91800655806576
79.4433267961904 99.32277516184708
100.73148091439995 99.28286571941727
104.35550836264937 99.3407206898848
96.14007408764115 112.43345217871311
114.47653666974891 94.42967062897593
112.94575716109782 88.60843844522344
